States,ID,Year,ID+Year,Previous,Next,Sucide_number,Sucide_Rate,Sucide_Age_adjected_rate,Past_Oriented,Future_Oriented,GSP,percapitapersonalincome,population,populationgrowthrate,unemploymentrate,Atkinson Index,Gini_Coefficient,Relative Mean Deviation,Theil Index,Top 10%,Top 1%,co2,so2,nox,presidential_election,q_climate_change,q_global_warming,q_recycling,q_disposable,nuclear_ratio,coal_ratio,geothermal_ratio,hydroelectricconventional_ratio,naturalgas_ratio,solarthermalandphotovoltaic_rati,wind_ratio,petroleum_ratio,otherbiomass_ratio,other_ratio,othergases_ratio,pumpedstorage_ratio,woodandwoodderivedfuels_ratio,electricityprice
New Jersey,31,2008,312008,91,81,615,7.1,6.8,1.12345679,0.89010989,498828,51794,8.70E+06,0.32,5.4,0.338313997,0.5901829,0.900382578,1.066258073,0.472260803,0.173069015,2.00E+07,34991,20205,0,21,66,65,86,0.505613,0.141791,0,0.000405,0.325902,0.000042,0.000328,0.005109,0.013847,0.008785,0.002494,-0.004316,0,14.43
New Mexico,32,2008,322008,81,66,419,21.1,21.2,1.227272727,0.814814815,84460,33416,2.00E+06,0.92,5.5,0.260692,0.648138583,0.846479535,0.666367471,0.441279113,0.201628685,3.10E+07,20177,63891,0,38,83,69,0,0,0.72992,0,0.008438,0.21524,0,0.044388,0.001421,0.00051,0.000082,0,0,0,8.35
New York,33,2008,332008,91,86,1409,7.2,7,1.058139535,0.945054945,1.10E+06,49285,1.90E+07,0.23,5.6,0.382665694,0.657465935,0.970493972,1.354809403,0.553313673,0.232186049,4.70E+07,83440,51371,0,32,72,55,90,0.307928,0.136501,0,0.190441,0.312541,0,0.008913,0.026691,0.010781,0.007036,0,-0.00479,0.003956,16.47
North Carolina,34,2008,342008,89,76,1162,12.6,12.4,1.171052632,0.853932584,407008,35725,9.20E+06,2.02,5.8,0.275911897,0.618310988,0.846397996,0.743316352,0.44817102,0.195824668,7.50E+07,235774,59587,0,24,64,64,85,0.317603,0.605361,0,0.024223,0.033355,0.000014,0,0.002557,0.000962,0.00252,0,-0.000967,0.014372,7.96
North Dakota,35,2008,352008,96,73,86,13.4,13.5,1.315068493,0.760416667,32125,40917,641421,0.5,5.9,0.267219633,0.592179954,0.820019305,0.714884818,0.427632183,0.199292332,3.30E+07,123801,63480,1,0,90,63,0,0,0.906449,0,0.038271,-1.60E-06,0,0.051733,0.0015,0.000395,0.001654,0,0,0,6.69
Ohio,36,2008,362008,93,81,1412,12.3,12.1,1.148148148,0.870967742,491712,36399,1.20E+07,0.06,6,0.259417653,0.590067625,0.803577065,0.667474568,0.421518683,0.196653545,1.30E+08,724847,222086,0,22,72,77,84,0.114162,0.851916,0,0.002519,0.016194,0,0.000098,0.009373,0.00124,0.000072,0.001701,0,0.002725,8.39
Oklahoma,37,2008,372008,90,71,575,15.8,15.8,1.267605634,0.788888889,160607,37648,3.60E+06,0.88,6.3,0.290985018,0.637275219,0.861671269,0.856652796,0.466663182,0.227025911,5.30E+07,98216,79049,1,19,52,50,0,0,0.475769,0,0.049932,0.442482,0,0.030894,0.000295,0.002222,0.000166,0.000134,-0.002196,0.000301,7.81
Oregon,38,2008,382008,85,64,572,15.1,14.4,1.328125,0.752941176,179419,36797,3.80E+06,1.34,6.3,0.268300474,0.595493019,0.830135047,0.701310754,0.432086349,0.188593626,1.10E+07,11869,14368,0,41,74,100,81,0,0.068876,0,0.575714,0.296111,0,0.043857,0.000252,0.002227,0.00075,0,0,0.012213,7.24
Pennsylvania,39,2008,392008,94,79,1539,12.4,11.9,1.189873418,0.840425532,571948,41165,1.30E+07,0.35,6.3,0.289392054,0.606555581,0.854489088,0.821997285,0.454659104,0.198926494,1.20E+08,779604,180872,0,24,76,71,100,0.353757,0.528819,0,0.011463,0.084239,7.90E-07,0.003281,0.004218,0.006369,0.003743,0.002742,-0.001591,0.002959,9.33
Rhode Island,40,2008,402008,79,71,110,10.5,9.9,1.112676056,0.898734177,46954,41878,1.10E+06,-0.14,6.4,0.281397462,0.589848816,0.840582013,0.765813947,0.437812656,0.189998209,3.00E+06,101,3257,0,28,81,67,0,0,0,0,0.000674,0.974318,0,0,0.003565,0.021443,0,0,0,0,16.04
South Carolina,41,2008,412008,84,74,565,12.6,12.1,1.135135135,0.880952381,161779,33163,4.50E+06,1.79,6.4,0.262605548,0.639552534,0.838927269,0.679148138,0.440158397,0.201754183,4.30E+07,156402,43637,1,20,58,65,75,0.512616,0.411374,0,0.011122,0.056735,0,0,0.001787,0.001186,0.000926,0,-0.012543,0.016796,7.85
South Dakota,42,2008,422008,90,67,124,15.4,15.6,1.343283582,0.744444444,37386,40364,804532,0.94,6.5,0.28104347,0.629853487,0.84966886,0.807630658,0.453409582,0.221920684,4.00E+06,12759,13220,1,0,80,62,0,0,0.516822,0,0.422596,0.032272,0,0.020492,0.003272,0.000235,0.004312,0,0,0,7.14
Tennessee,43,2008,432008,88,75,973,15.7,15.1,1.173333333,0.852272727,249621,35080,6.20E+06,1.1,6.6,0.279869914,0.646907985,0.857997715,0.786819756,0.460565954,0.215924844,5.90E+07,220660,82347,1,18,53,64,83,0.298132,0.629341,0,0.062275,0.005153,0,0.000553,0.002379,0.000396,0.000087,0.000133,-0.008147,0.009698,8.18
Texas,44,2008,442008,96,81,2552,10.5,10.8,1.185185185,0.84375,1.20E+06,39644,2.40E+07,1.96,6.6,0.325772971,0.640521348,0.906728089,1.02686727,0.500514209,0.215968475,2.50E+08,456631,214990,1,18,55,68,86,0.100614,0.363479,0,0.002568,0.477403,0,0.040083,0.002553,0.001083,0.001405,0.008401,0,0.00241,10.99
Utah,45,2008,452008,96,66,390,14.3,15.4,1.454545455,0.6875,116955,34243,2.70E+06,2.39,6.6,0.281770259,0.58605063,0.825631917,0.796223879,0.441165358,0.20699887,3.90E+07,22338,65069,1,24,67,61,88,0,0.81626,0.005459,0.014343,0.158147,0,0.000513,0.000936,0.000508,0.003065,0.000768,0,0,6.49
Vermont,46,2008,462008,78,65,94,15.1,14,1.2,0.833333333,25312,40137,621049,0.09,6.8,0.267402321,0.602583289,0.83129698,0.70440048,0.433053285,0.195600435,7098,36,419,0,100,100,61,0,0.717727,0,0,0.218894,0.000389,0,0.001501,0.000625,0,0,0,0,0.060864,12.33
Virginia,47,2008,472008,94,100,948,12.2,11.9,0.94,1.063829787,398120,44901,7.80E+06,0.98,6.8,0.297821879,0.565270901,0.847871184,0.835200787,0.432673067,0.16698882,4.10E+07,142379,55885,0,27,47,47,66,0.384306,0.437218,0,0.01391,0.128168,0,0,0.015828,0.010762,0.005974,0,-0.022533,0.026367,8
Washington,48,2008,482008,95,68,889,13.6,13.1,1.397058824,0.715789474,351857,44143,6.60E+06,1.56,7.1,0.298982531,0.567158937,0.837013543,0.869582295,0.443512827,0.189232796,1.40E+07,10384,17662,0,39,74,77,86,0.08364,0.079056,0,0.700513,0.088509,0,0.033001,0.000318,0.001515,0.000509,0.002457,0.00044,0.010043,6.55
West Virginia,49,2008,492008,93,71,261,14.4,13.8,1.309859155,0.76344086,61928,30999,1.80E+06,0.2,7.20E+00,0.237448186,0.635062933,0.805494785,0.557401419,0.407610416,0.197470278,8.50E+07,286289,91766,1,0,84,73,0,0,0.977946,0,0.013696,0.00198,0,0.004301,0.001506,0,0.000024,0.000551,0,-4.30E-06,5.61
Wisconsin,50,2008,502008,92,75,743,13.2,12.8,1.226666667,0.815217391,245277,38733,5.60E+06,0.46,7.7,0.268281102,0.581623852,0.817849219,0.71758312,0.424245149,0.201600417,5.00E+07,172489,66703,0,29,74,78,76,0.191471,0.656997,0,0.025459,0.082603,0,0.007674,0.014669,0.007747,0.001171,0,0,0.012209,9
Wyoming,51,2008,512008,80,63,124,23.3,23.1,1.26984127,0.7875,43684,49040,532981,1.83,8.3,0.348752707,0.621331275,0.900798082,1.196434736,0.509335041,0.258597106,4.70E+07,82782,72875,1,0,84,66,0,0,0.942096,0,0.017963,0.010638,0,0.0207,0.000947,0,0.001449,0.006207,0,0,5.67
Alabama,1,2009,12009,83,85,673,14.3,13.9,0.976470588,1.024096386,169052,32961,4.70E+06,0.67,9.7,0.262645513,0.615309358,0.842032433,0.709848404,0.432565868,0.169536412,6.90E+07,284909,52587,1,20,52,52,85,0.27724,0.388178,0,0.087504,0.220704,0,0,0.001531,0.000101,0.002613,0.00094,0,0.021189,8.83
Alaska,2,2009,22009,83,73,143,20.5,19.8,1.136986301,0.879518072,49954,44184,698473,1.5,7.7,0.260879964,0.566977084,0.819643438,0.656348884,0.396841645,0.141703382,4.20E+06,3710,16855,1,80,80,62,0,0,0.094088,0,0.19751,0.533769,0,0.001048,0.172613,0.000971,0,0,0,0,15.09
Arizona,3,2009,32009,80,78,1060,16.1,16.2,1.025641026,0.975,243331,33995,6.60E+06,1.48,9.8,0.266739994,0.608265877,0.846936345,0.726544857,0.435229063,0.16235514,5.40E+07,32883,61622,1,32,69,59,77,0.273837,0.354616,0,0.057402,0.310251,0.000126,0.000264,0.00056,0.000196,0.000014,0,0.001514,0.00122,9.56
Arkansas,4,2009,42009,78,72,422,14.6,14.5,1.083333333,0.923076923,105841,31646,2.90E+06,0.76,7.5,0.260863841,0.626025677,0.834662974,0.719438851,0.433439076,0.178788483,3.00E+07,75326,37075,1,20,63,54,0,0.26402,0.436412,0,0.07297,0.195299,0,0,0.00154,0.000993,0.000418,0,0.001747,0.026602,7.57
California,5,2009,52009,96,95,3823,10.3,10.3,1.010526316,0.989583333,1.90E+06,41587,3.70E+07,1.04,11.3,0.317451566,0.639819205,0.92062521,0.983174145,0.479154259,0.180936605,5.90E+07,2949,83201,0,29,54,60,72,0.155115,0.010011,0.062765,0.136188,0.554085,0.003161,0.028518,0.007534,0.012051,0.003676,0.007925,0.000746,0.018225,13.24
Colorado,6,2009,62009,86,73,941,18.7,18.6,1.178082192,0.848837209,248177,41518,5.00E+06,1.81,8.10E+00,0.286823362,0.592712641,0.853931487,0.825893283,0.437076807,0.16396679,3.90E+07,43184,54296,0,57,79,77,83,0,0.625639,0,0.037292,0.273702,0.000506,0.062569,0.000266,0.001111,0.001056,0,-0.002149,7.70E-06,8.31
Connecticut,7,2009,72009,83,76,316,9,8.6,1.092105263,0.915662651,230005,53771,3.50E+06,0.44,8.2,0.377950579,0.640010118,0.954597294,1.329781651,0.522112191,0.20626235,8.00E+06,1862,6483,0,39,78,57,89,0.533784,0.078622,0,0.016328,0.31434,0,0,0.009578,0.024293,0.022863,0,0.000173,0.00002,18.07
Delaware,8,2009,82009,86,82,107,12.1,11.8,1.048780488,0.953488372,56090,40846,885122,1.02,7.9,0.259764671,0.557347536,0.801711619,0.675153077,0.40449214,0.146069571,4.10E+06,15699,5814,0,0,77,64,0,0,0.588275,0,0,0.284289,0,0,0.053364,0.025944,0.001214,0.046914,0,0,12.2
District of Columbia,9,2009,92009,100,93,29,4.8,4.4,1.075268817,0.93,101927,67770,599657,1.62,9.7,0.349551141,0.618143201,0.924450934,1.1583395,0.500382245,0.177418515,35752,284,130,0,100,63,64,91,0,0,0,0,0,0,0,1,0,0,0,0,0,13.23
Florida,10,2009,102009,83,85,2858,15.4,14.6,0.976470588,1.024096386,721684,37350,1.90E+07,0.62,10.4,0.31765157,0.683642089,0.937646687,1.027358055,0.508078814,0.213874578,1.10E+08,219347,115829,0,26,61,51,85,0.133597,0.247775,0,0.000955,0.542882,0.000043,0,0.042307,0.010905,0.012538,0.000031,0,0.008966,11.49
Georgia,11,2009,112009,90,82,1134,11.5,11.7,1.097560976,0.911111111,404045,34348,9.80E+06,1.35,9.7,0.279100329,0.64558816,0.888598144,0.764852345,0.457774162,0.166401267,7.70E+07,294594,73879,1,24,52,70,80,0.246177,0.539853,0,0.025328,0.159332,0,0,0.005048,0.000618,0.000197,0,0.002113,0.021333,8.81
Hawaii,12,2009,122009,80,72,175,13.5,13.1,1.111111111,0.9,65084,41360,1.30E+06,0.6,6.8,0.250654101,0.571087599,0.804209471,0.6398682,0.405177265,0.150850192,8.70E+06,22280,22440,0,35,77,82,0,0,0.136248,0.015221,0.010231,0,0.000126,0.022835,0.752834,0.025832,0.034642,0.002029,0,0,21.21
Idaho,13,2009,132009,81,66,304,19.7,20.4,1.227272727,0.814814815,54063,31688,1.50E+06,1.2,7.4,0.248538941,0.630587697,0.841582,0.648811102,0.422398001,0.168352932,1.00E+06,4622,2013,1,38,78,66,0,0,0.006303,0.005798,0.796499,0.125464,0,0.023925,3.10E-06,0,0.005524,0,0,0.036484,6.51E+00
Illinois,14,2009,142009,91,86,1177,9.1,9,1.058139535,0.945054945,636975,41545,1.30E+07,0.53,1.00E+01,0.305792093,0.614506543,0.881540954,0.926362693,0.462904751,0.179604754,9.90E+07,237489,77894,0,30,70,71,91,0.492478,0.464071,0,0.000703,0.023185,8.30E-08,0.014544,0.00058,0.003661,0.000319,0.000456,0,2.40E-06,9.15
Indiana,15,2009,152009,87,76,828,12.9,12.8,1.144736842,0.873563218,262428,33687,6.40E+06,0.54,10.3,0.245928109,0.588286042,0.811572611,0.607656777,0.404428214,0.153477699,1.10E+08,383580,110914,0,34,81,75,94,0,0.928357,0,0.004315,0.032825,0,0.012027,0.001344,0.002594,0.002938,0.0156,0,0,7.62
Iowa,16,2009,162009,91,77,361,12,11.9,1.181818182,0.846153846,136511,3.87E+04,3.00E+06,0.46,6.30E+00,0.239272729,0.55577296,0.780947506,0.586760223,0.390696973,0.146271944,4.30E+07,92180,45095,0,36,95,58,0,0.090222,0.720235,0,0.018727,0.022835,0,0.143087,0.001644,0.003237,8.90E-06,0,0,3.70E-06,7.37
Kansas,17,2009,172009,83,72,382,13.6,13.7,1.152777778,0.86746988,120769,38769,2.80E+06,0.76,7.1,0.272489041,0.596014202,0.837290347,0.755636692,0.430991173,0.166833267,3.60E+07,46772,45814,1,25,63,73,88,0.187855,0.690765,0,0.000274,0.057177,0,0.061342,0.002587,0,0,0,0,0,7.98
Kentucky,18,2009,182009,84,80,592,13.7,13.4,1.05,0.952380952,156149,32333,4.30E+06,0.61,10.3,0.245945409,0.597272635,0.811472595,0.619265497,0.409296691,0.157635421,8.60E+07,232401,73900,1,29,82,64,69,0,0.927256,0,0.036606,0.009692,0,0,0.022247,0.001113,0.000139,0.000048,0,0.002898,6.52
Louisiana,19,2009,192009,82,88,490,10.9,10.9,0.931818182,1.073170732,209860,36410,4.50E+06,0.91,6.6,0.290418804,0.64026463,0.88611424,0.855556548,0.465521604,0.182982162,5.30E+07,97719,69175,1,20,53,48,69,0.184431,0.253503,0,0.013587,0.483586,0,0,0.020416,0.000738,0.005013,0.013484,0,0.025241,7.06
Maine,20,2009,202009,70,62,197,14.9,14.1,1.129032258,0.885714286,50318,36842,1.30E+06,-0.11,8.1,0.237414703,0.571663439,0.786038458,0.573760986,0.395145237,0.14776063,4.70E+06,32926,12397,0,60,81,56,0,0,0.004413,0,0.257597,0.449875,0,0.018265,0.02651,0.01669,0.020731,0,0,0.205919,13.12
Maryland,21,2009,212009,90,88,551,9.7,9.4,1.022727273,0.977777778,304414,49285,5.70E+06,0.72,7.4,0.280355424,0.556497872,0.825429916,0.767719924,0.403878629,0.142176107,2.60E+07,197131,23400,0,47,69,72,94,0.332385,0.551969,0,0.043147,0.040385,0,0,0.007536,0.008583,0.005846,0.006149,0,0.003999,13.09
Massachusetts,22,2009,222009,85,83,530,8,7.7,1.024096386,0.976470588,383150,50330,6.60E+06,0.76,8.2,0.326154441,0.602840781,0.889594436,1.027624011,0.463378966,0.176589906,2.00E+07,33432,16661,0,46,59,63,83,0.138478,0.231688,0,0.030823,0.53861,1.10E-06,0.000153,0.023022,0.028431,0.019527,0,-0.013695,0.002961,15.45
Michigan,23,2009,232009,88,83,1169,11.7,11.4,1.060240964,0.943181818,366302,34190,1.00E+07,-0.33,13.5,0.26011613,0.609657466,0.847604036,0.671061337,0.421299934,0.158381045,7.40E+07,288419,91266,0,32,84,68,84,0.215914,0.660533,0,0.013556,0.083195,0,0.002966,0.003945,0.008241,0.003403,0.002001,-0.008467,0.014713,9.4
Minnesota,24,2009,242009,89,80,584,11.1,10.8,1.1125,0.898876404,259412,41230,5.30E+06,0.68,8,0.276794046,0.578534842,0.829567432,0.771085799,0.424470395,0.161571518,3.40E+07,64770,49208,0,37,76,95,79,0.236102,0.558701,0,0.015414,0.054227,0,0.096263,0.001243,0.016904,0.005517,0.000459,0,0.015171,8.14
Mississippi,25,2009,252009,76,73,381,12.9,13.2,1.04109589,0.960526316,92162,30278,3.00E+06,0.4,9.5,0.250608116,0.647728026,0.835673809,0.664183915,0.428689927,0.174914852,2.30E+07,45406,27458,1,22,49,45,0,0.225835,0.266063,0,0,0.477753,0,0,0.000341,0.000143,0.000254,0.000508,0,0.029102,8.85
Missouri,26,2009,262009,85,78,860,14.4,14.2,1.08974359,0.917647059,250738,36417,6.00E+06,0.52,9.4,0.268326759,0.604825974,0.838719189,0.740395486,0.432787746,0.170654401,7.50E+07,235573,51561,0,25,62,69,86,0.115978,0.810501,0,0.020561,0.038665,0,0.005652,0.000991,0.00083,0.00031,0.000074,0.006414,0.000024,7.35
Montana,27,2009,272009,83,67,219,22.5,21.3,1.23880597,0.807228916,35706,33682,974989,0.72,6,0.257946461,0.640265107,0.853033483,0.693202674,0.431141168,0.175070241,1.80E+07,22793,20534,0,67,70,68,0,0,0.584413,0,0.355858,0.002911,0,0.030732,0.01836,0,0.004129,0.000054,0,0.003543,7.58
Nebraska,28,2009,282009,86,77,170,9.5,9.4,1.116883117,0.895348837,86869,39473,1.80E+06,0.82,4.7,0.263678282,0.588845432,0.821016133,0.725456178,0.421957463,0.16954203,2.40E+07,69984,44103,1,28,73,80,0,0.277489,0.68672,0,0.012755,0.009164,0,0.011253,0.000673,0.001947,0,0,0,0,7.21
Nevada,29,2009,292009,80,70,505,19.1,19.1,1.142857143,0.875,120100,36840,2.60E+06,1.04,11.7,0.305924118,0.643036306,0.889076769,0.996977389,0.480735123,0.214561328,1.80E+07,7186,16661,0,24,58,64,0,0,0.199971,0.043315,0.065259,0.686316,0.004623,0,0.000429,0,0,0.000063,0,0.000024,10.36
New Hampshire,30,2009,302009,79,67,166,12.5,11.7,1.179104478,0.848101266,60382,43814,1.30E+06,0.2,6.2,0.277660161,0.569224179,0.82639271,0.777314484,0.415293843,0.159209833,5.50E+06,30702,5488,0,50,75,67,0,0.437246,0.143109,0,0.083341,0.264944,0,0.003098,0.00908,0.007502,0.002872,0,0,0.048809,15.09
New Jersey,31,2009,312009,89,89,557,6.4,6.2,1,1,488987,50266,8.70E+06,0.51,9,0.319327563,0.602154136,0.894222796,0.969048798,0.454891324,0.159589231,1.60E+07,11791,13919,0,28,61,64,87,0.555368,0.082507,0,0.000519,0.333677,0.000173,0.000338,0.004501,0.015017,0.008418,0.002746,-0.003263,0,14.53
New Mexico,32,2009,322009,78,69,376,18.7,18.5,1.130434783,0.884615385,81356,32522,2.00E+06,1.15,6.9,0.251609087,0.625897408,0.839593172,0.640961826,0.425233305,0.160160899,3.40E+07,17506,61165,0,42,76,64,0,0,0.733908,0,0.00683,0.218304,0,0.038985,0.001124,0.000849,0,0,0,0,8.09
New York,33,2009,332009,92,87,1417,7.3,6.9,1.057471264,0.945652174,1.20E+06,47946,2.00E+07,0.38,8.3,0.367443413,0.664238155,0.962768555,1.284378886,0.531929255,0.223196432,3.80E+07,58872,44093,0,40,69,52,93,0.326582,0.095823,0,0.207398,0.313777,0,0.017021,0.01989,0.012503,0.00659,0,-0.003608,0.004024,15.44
North Carolina,34,2009,342009,81,78,1174,12.5,12.4,1.038461538,0.962962963,409453,34942,9.40E+06,1.45,10.4,0.261509627,0.601371527,0.834827781,0.687780142,0.429539114,0.156123996,6.50E+07,126172,44247,0,27,65,65,85,0.344976,0.549651,0,0.043673,0.040976,0.000038,0,0.002507,0.00111,0.001862,0,0.000364,0.014842,8.48
North Dakota,35,2009,352009,89,73,90,13.9,14.3,1.219178082,0.820224719,32137,40055,646844,0.85,4.1,0.263881534,0.582681,0.816591859,0.718910217,0.420844197,0.165774077,3.30E+07,120594,58995,1,0,85,58,0,0,0.86579,0,0.04314,0.000486,0,0.087656,0.001316,0.000338,0,0.001273,0,0,6.63
Ohio,36,2009,362009,86,84,1176,10.2,9.9,1.023809524,0.976744186,476170,35527,1.20E+07,0.13,10.2,0.249157101,0.575795233,0.795895934,0.635985792,0.407591909,0.156325847,1.20E+08,624089,110211,0,26,73,72,88,0.111735,0.835563,0,0.003878,0.034172,0,0.000104,0.009639,0.00154,0.000083,0.000275,0,0.00301,9.02
Oklahoma,37,2009,372009,84,74,567,15.4,15.5,1.135135135,0.880952381,146987,34659,3.70E+06,1.18,6.7,0.277170092,0.613808095,0.846376836,0.800183177,0.446414471,0.181221277,5.20E+07,91731,72664,1,23,55,51,82,0,0.453717,0,0.047325,0.46134,0,0.035944,0.000126,0.002172,0.000026,0,-0.001556,0.000907,6.94
Oregon,38,2009,382009,85,69,644,16.8,16.1,1.231884058,0.811764706,180155,35671,3.80E+06,1.13,11.1,0.252511233,0.590309381,0.823610961,0.641889036,0.414523751,0.149709865,9.40E+06,11922,12605,0,49,72,100,79,0,0.056392,0,0.582696,0.284586,0,0.061204,0.00014,0.002264,0.000822,0,0,0.011896,7.47
Pennsylvania,39,2009,392009,95,85,1631,12.9,12.2,1.117647059,0.894736842,571503,40636,1.30E+07,0.31,7.9,0.279194921,0.597459555,0.843309999,0.780380905,0.437180996,0.165624321,1.20E+08,584624,120366,0,30,72,68,100,0.352296,0.48053,0,0.012223,0.1331,0.000016,0.004897,0.004169,0.007195,0.003723,0.002016,-0.003328,0.003163,9.6
Rhode Island,40,2009,402009,80,73,118,11.2,10.7,1.095890411,0.9125,47592,41310,1.10E+06,-0.03,10.9,0.267891526,0.580556512,0.827034414,0.715270817,0.418524742,0.154212296,3.20E+06,155,2855,0,31,74,61,0,0,0,0,0.000615,0.978372,0,0,0.002226,0.018787,0,0,0,0,14.22
South Carolina,41,2009,412009,79,75,619,13.6,13.1,1.053333333,0.949367089,160046,32417,4.60E+06,1.29,11.4,0.249643281,0.610330164,0.824585259,0.629670322,0.42022118,0.157045066,3.80E+07,105134,24280,1,24,62,59,82,0.520844,0.344343,0,0.023291,0.097679,0,0,0.005228,0.001371,0.000909,0,-0.009752,0.016087,8.42
South Dakota,42,2009,422009,81,77,129,15.9,16.2,1.051948052,0.950617284,36979,39181,812383,0.98,5.2,0.272404492,0.616037607,0.842346787,0.784380496,0.440047055,0.18390128,3.50E+06,11140,11264,1,31,86,56,0,0,0.392526,0,0.540772,0.009801,0,0.051361,0.001015,0.000705,0.003821,0,0,0,7.39
Tennessee,43,2009,432009,81,76,947,15,14.6,1.065789474,0.938271605,247465,3.44E+04,6.30E+06,0.89,10.6,0.269362301,0.621135056,0.84495765,0.748086095,0.442222536,0.174412668,4.30E+07,124970,30011,1,23,56,62,85,0.338222,0.522264,0,0.128103,0.005135,0,0.000649,0.002345,0.000455,9.90E-06,0.000151,-0.008152,0.010819,8.69
Texas,44,2009,442009,90,83,2809,11.3,11.7,1.084337349,0.922222222,1.20E+06,36946,2.50E+07,1.97,7.5,0.315685898,0.636804879,0.903614223,0.989338517,0.485902607,0.191275924,2.40E+08,418812,199086,1,24,60,66,82,0.104484,0.350246,0,0.00259,0.476037,0,0.050422,0.003537,0.00108,0.000781,0.009188,0,0.001635,9.86
Utah,45,2009,452009,86,70,449,16.1,17.5,1.228571429,0.813953488,114433,32413,2.80E+06,2.1,7.8,0.26232782,0.589525998,0.822748899,0.719255984,0.422225386,0.16708459,3.70E+07,29616,68448,1,30,77,62,85,0,0.815887,0.00641,0.019182,0.147993,0,0.003664,0.000828,0.0011,0.004294,0.000642,0,0,6.77
Vermont,46,2009,462009,68,83,87,14,13,0.819277108,1.220588235,25250,39549,621760,0.11,6.9,0.252286673,0.590976059,0.821015775,0.639835358,0.412895381,0.152560845,6583,38,627,0,72,87,48,0,0.73611,0,0,0.204031,0.000608,0,0.001591,0.000335,0.003322,0,0,0,0.054003,12.75
Virginia,47,2009,472009,92,100,963,12.2,11.9,0.92,1.086956522,406066,44056,7.90E+06,1.12,7,0.284073442,0.572825909,0.843805671,0.783715487,0.416367978,0.145773247,3.60E+07,117634,39357,0,25,36,36,50,0.40256,0.365276,0,0.021099,0.174101,0,0,0.01552,0.01012,0.005994,0,-0.019045,0.024376,8.93
Washington,48,2009,482009,91,77,921,13.8,13.4,1.181818182,0.846153846,350125,42137,6.70E+06,1.49,9.3,0.276247531,0.57449317,0.829617321,0.775191545,0.42165342,0.158528134,1.40E+07,12643,18293,0,44,72,80,79,0.063502,0.071578,0,0.69812,0.114589,0,0.034196,0.000513,0.001599,0.000564,0.002344,0.000501,0.012493,6.59
West Virginia,49,2009,492009,80,77,253,13.9,13.3,1.038961039,0.9625,62752,3.13E+04,1.80E+06,0.27,7.60E+00,0.234792709,0.581141591,0.787324309,0.564734399,0.390524715,0.153582856,6.60E+07,167273,34677,1,0,100,65,0,0,0.961818,0,0.023253,0.001546,0,0.010489,0.002392,-2.10E-06,6.60E-06,0.000507,0,-9.70E-06,6.65
Wisconsin,50,2009,502009,87,80,724,12.8,12.5,1.0875,0.91954023,245898,38380,5.70E+06,0.48,8.7,0.258689791,0.580199897,0.814824462,0.693189263,0.41215694,0.164993957,4.40E+07,139466,48535,0,31,79,74,90,0.21153,0.621758,0,0.023249,0.091465,0,0.017545,0.011882,0.008659,0.001085,0,0,0.012828,9.38
Wyoming,51,2009,512009,82,67,111,20.4,21,1.223880597,0.817073171,37890,43488,544270,2.12,6.3,0.331654489,0.633560777,0.895347536,1.152816296,0.488399416,0.235584229,4.50E+07,76030,65999,1,0,85,60,0,0,0.91147,0,0.020999,0.010602,0,0.048365,0.00109,0,0.001295,0.006178,0,0,6.08
Alabama,1,2010,12010,85,81,679,14.2,14,1.049382716,0.952941176,175734,33894,4.80E+06,1.63,9.2,0.262350678,0.591359496,0.845020771,0.767801046,0.44738242,0.161013156,7.90E+07,217903,66190,1,27,49,51,78,0.249364,0.414395,0,0.057208,0.25787,0,0,0.001314,0.000076,0.002408,0.001819,0,0.015547,8.89
Alaska,2,2010,22010,81,75,164,23.1,22.8,1.08,0.925925926,53251,45565,713868,2.2,8,0.257175475,0.564220965,0.807637513,0.665888548,0.404845089,0.131617054,4.10E+06,3015,16028,1,94,52,69,0,0,0.091787,0,0.212016,0.554772,0,0.001865,0.138626,0.000933,0,0,0,0,14.76
Arizona,3,2010,32010,74,72,1093,17.1,17,1.027777778,0.972972973,247752,33993,6.40E+06,-2.83,10.4,0.255382627,0.617893994,0.862171531,0.730411887,0.452024043,0.154975116,5.60E+07,33371,57244,1,40,53,57,82,0.279192,0.390545,0,0.059258,0.265554,0.000141,0.001207,0.000594,0.000254,0.000132,0,0.00187,0.001251,9.69
Arkansas,4,2010,42010,78,73,447,15.3,15.5,1.068493151,0.935897436,111355,32017,2.90E+06,1.14E+00,7.9,0.260856181,0.588737309,0.831820726,0.781034052,0.445690304,0.165323824,3.40E+07,74060,40490,1,30,61,55,0,0.246273,0.461514,0,0.059983,0.20441,0,0,0.000741,0.000934,0.000466,0,-8.50E-06,0.025688,7.28
California,5,2010,52010,100,94,3913,10.5,10.3,1.063829787,0.94,2.00E+06,42282,3.70E+07,1.01,12.4,0.314834118,0.666915894,0.939716876,1.015676975,0.505113482,0.224423543,5.50E+07,2522,79589,0,34,39,50,62,0.15775,0.010289,0.061727,0.163776,0.526746,0.003769,0.029779,0.005189,0.012006,0.00411,0.008302,-0.000839,0.017396,13.01
